Powder,Primer,Brass,COAL (inch),CBTO (inch),Start Charge (gr),End Charge (gr)
VihtaVuori N150,Magtech Small Rifle,Lapua Palma SR (LPT03781),3.0550,2.2690,37.5,44.4
